,id,round_number,owner,name,timestamp,body,balance,tick_number,n_transactions,participant_code,session_code,treatment,player.intermediary_payoff
258,3272,1,Player object (809),sell,2023-03-09 03:28:25.446481+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 35, ""market"": ""A""}",170.0,6.0,1.0,px6py4fl,vmu7c279,FULL STUDY,170.0
259,3301,1,Player object (810),GAME_STARTS,2023-03-09 03:39:47.133328+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,leux5m59,vmu7c279,FULL STUDY,210.0
260,3302,1,Player object (810),sell,2023-03-09 03:40:00.091343+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 12, ""market"": ""A""}",170.0,2.0,1.0,leux5m59,vmu7c279,FULL STUDY,210.0
261,3303,1,Player object (810),buy,2023-03-09 03:40:03.053069+00:00,"{""priceA"": 120, ""sharesA"": 1, ""secs_since_round_starts"": 15, ""market"": ""A""}",50.0,2.0,1.0,leux5m59,vmu7c279,FULL STUDY,210.0
262,3304,1,Player object (810),sell,2023-03-09 03:40:09.697603+00:00,"{""priceA"": 135, ""sharesA"": 0, ""secs_since_round_starts"": 22, ""market"": ""A""}",185.0,4.0,2.0,leux5m59,vmu7c279,FULL STUDY,210.0
263,3305,1,Player object (810),buy,2023-03-09 03:40:25.003549+00:00,"{""priceA"": 125, ""sharesA"": 1, ""secs_since_round_starts"": 37, ""market"": ""A""}",60.0,6.0,3.0,leux5m59,vmu7c279,FULL STUDY,210.0
264,3306,1,Player object (810),sell,2023-03-09 03:40:32.236655+00:00,"{""priceA"": 150, ""sharesA"": 0, ""secs_since_round_starts"": 45, ""market"": ""A""}",210.0,8.0,4.0,leux5m59,vmu7c279,FULL STUDY,210.0
265,3307,1,Player object (810),GAME_ENDS,2023-03-09 03:40:41.693482+00:00,"{""priceA"": 140, ""sharesA"": 0, ""secs_since_round_starts"": 54}",210.0,10.0,4.0,leux5m59,vmu7c279,FULL STUDY,210.0
266,3403,1,Player object (811),GAME_STARTS,2023-03-09 04:05:43.189695+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,5gtepg45,vmu7c279,FULL STUDY,150.0
267,3404,1,Player object (811),sell,2023-03-09 04:05:47.892269+00:00,"{""priceA"": 100, ""sharesA"": 0, ""secs_since_round_starts"": 4, ""market"": ""A""}",150.0,,1.0,5gtepg45,vmu7c279,FULL STUDY,150.0
268,3411,1,Player object (812),GAME_STARTS,2023-03-09 04:09:27.685089+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,rishpgae,vmu7c279,FULL STUDY,185.0
269,3414,1,Player object (812),sell,2023-03-09 04:10:07.520868+00:00,"{""priceA"": 135, ""sharesA"": 0, ""secs_since_round_starts"": 39, ""market"": ""A""}",185.0,7.0,1.0,rishpgae,vmu7c279,FULL STUDY,185.0
270,3569,1,Player object (814),GAME_STARTS,2023-03-09 04:58:20.849637+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,vrwqe4da,vmu7c279,FULL STUDY,170.0
271,3570,1,Player object (814),sell,2023-03-09 04:58:56.269505+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 35, ""market"": ""A""}",170.0,6.0,1.0,vrwqe4da,vmu7c279,FULL STUDY,170.0
272,3571,1,Player object (814),buy,2023-03-09 04:59:11.956579+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 51, ""market"": ""A""}",40.0,9.0,2.0,vrwqe4da,vmu7c279,FULL STUDY,170.0
273,3584,1,Player object (815),GAME_STARTS,2023-03-09 05:07:35.483028+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,bgjp13q8,vmu7c279,FULL STUDY,170.0
274,3586,1,Player object (815),sell,2023-03-09 05:08:11.108256+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 35, ""market"": ""A""}",170.0,6.0,1.0,bgjp13q8,vmu7c279,FULL STUDY,170.0
275,3587,1,Player object (815),GAME_ENDS,2023-03-09 05:08:30.064992+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 54}",170.0,10.0,1.0,bgjp13q8,vmu7c279,FULL STUDY,170.0
276,3642,1,Player object (816),GAME_STARTS,2023-03-09 05:31:07.945898+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,g4ux0ytr,vmu7c279,FULL STUDY,190.0
277,3643,1,Player object (816),sell,2023-03-09 05:31:25.099339+00:00,"{""priceA"": 125, ""sharesA"": 0, ""secs_since_round_starts"": 17, ""market"": ""A""}",175.0,3.0,1.0,g4ux0ytr,vmu7c279,FULL STUDY,190.0
278,3645,1,Player object (816),buy,2023-03-09 05:31:44.779797+00:00,"{""priceA"": 125, ""sharesA"": 1, ""secs_since_round_starts"": 36, ""market"": ""A""}",50.0,6.0,2.0,g4ux0ytr,vmu7c279,FULL STUDY,190.0
279,3647,1,Player object (816),sell,2023-03-09 05:31:50.540867+00:00,"{""priceA"": 140, ""sharesA"": 0, ""secs_since_round_starts"": 42, ""market"": ""A""}",190.0,7.0,3.0,g4ux0ytr,vmu7c279,FULL STUDY,190.0
280,3713,1,Player object (818),GAME_STARTS,2023-03-09 18:05:28.362498+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,1c9lzru0,vmu7c279,FULL STUDY,185.0
281,3714,1,Player object (818),sell,2023-03-09 18:05:41.995458+00:00,"{""priceA"": 115, ""sharesA"": 0, ""secs_since_round_starts"": 13, ""market"": ""A""}",165.0,2.0,1.0,1c9lzru0,vmu7c279,FULL STUDY,185.0
282,3715,1,Player object (818),buy,2023-03-09 18:06:03.486365+00:00,"{""priceA"": 120, ""sharesA"": 1, ""secs_since_round_starts"": 35, ""market"": ""A""}",45.0,6.0,2.0,1c9lzru0,vmu7c279,FULL STUDY,185.0
283,3716,1,Player object (818),sell,2023-03-09 18:06:13.095665+00:00,"{""priceA"": 140, ""sharesA"": 0, ""secs_since_round_starts"": 44, ""market"": ""A""}",185.0,8.0,3.0,1c9lzru0,vmu7c279,FULL STUDY,185.0
284,3744,1,Player object (779),GAME_STARTS,2023-03-09 18:12:16.124532+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,fizyhuoi,vmu7c279,FULL STUDY,165.0
285,3747,1,Player object (779),sell,2023-03-09 18:12:39.105058+00:00,"{""priceA"": 115, ""sharesA"": 0, ""secs_since_round_starts"": 23, ""market"": ""A""}",165.0,4.0,1.0,fizyhuoi,vmu7c279,FULL STUDY,165.0
286,3750,1,Player object (779),GAME_ENDS,2023-03-09 18:13:10.442716+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 54}",165.0,10.0,1.0,fizyhuoi,vmu7c279,FULL STUDY,165.0
287,3899,1,Player object (819),GAME_STARTS,2023-03-09 19:55:17.895680+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,qzgbjdzz,vmu7c279,FULL STUDY,180.0
288,3900,1,Player object (819),sell,2023-03-09 19:55:42.274586+00:00,"{""priceA"": 115, ""sharesA"": 0, ""secs_since_round_starts"": 24, ""market"": ""A""}",165.0,4.0,1.0,qzgbjdzz,vmu7c279,FULL STUDY,180.0
289,3901,1,Player object (819),buy,2023-03-09 19:55:46.684280+00:00,"{""priceA"": 105, ""sharesA"": 1, ""secs_since_round_starts"": 29, ""market"": ""A""}",60.0,5.0,2.0,qzgbjdzz,vmu7c279,FULL STUDY,180.0
290,3902,1,Player object (819),sell,2023-03-09 19:55:51.671682+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 34, ""market"": ""A""}",180.0,6.0,3.0,qzgbjdzz,vmu7c279,FULL STUDY,180.0
291,3903,1,Player object (819),buy,2023-03-09 19:56:10.793613+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 53, ""market"": ""A""}",50.0,9.0,4.0,qzgbjdzz,vmu7c279,FULL STUDY,180.0
292,3904,1,Player object (819),GAME_ENDS,2023-03-09 19:56:12.457408+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 54}",50.0,10.0,4.0,qzgbjdzz,vmu7c279,FULL STUDY,180.0
293,3907,1,Player object (820),GAME_STARTS,2023-03-09 19:57:23.588231+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,lw8audd5,vmu7c279,FULL STUDY,175.0
294,3908,1,Player object (820),sell,2023-03-09 19:57:32.766859+00:00,"{""priceA"": 110, ""sharesA"": 0, ""secs_since_round_starts"": 9, ""market"": ""A""}",160.0,1.0,1.0,lw8audd5,vmu7c279,FULL STUDY,175.0
295,3910,1,Player object (820),buy,2023-03-09 19:57:53.114414+00:00,"{""priceA"": 105, ""sharesA"": 1, ""secs_since_round_starts"": 29, ""market"": ""A""}",55.0,5.0,2.0,lw8audd5,vmu7c279,FULL STUDY,175.0
296,3912,1,Player object (820),sell,2023-03-09 19:57:57.740372+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 34, ""market"": ""A""}",175.0,6.0,3.0,lw8audd5,vmu7c279,FULL STUDY,175.0
297,4029,1,Player object (822),GAME_STARTS,2023-03-09 20:19:32.578538+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,v3ju8jv9,vmu7c279,FULL STUDY,170.0
298,4032,1,Player object (822),sell,2023-03-09 20:19:53.008378+00:00,"{""priceA"": 125, ""sharesA"": 0, ""secs_since_round_starts"": 20, ""market"": ""A""}",175.0,3.0,1.0,v3ju8jv9,vmu7c279,FULL STUDY,170.0
299,4033,1,Player object (822),buy,2023-03-09 20:19:55.277981+00:00,"{""priceA"": 135, ""sharesA"": 1, ""secs_since_round_starts"": 22, ""market"": ""A""}",40.0,4.0,2.0,v3ju8jv9,vmu7c279,FULL STUDY,170.0
300,4034,1,Player object (822),sell,2023-03-09 20:20:02.609584+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 30, ""market"": ""A""}",170.0,5.0,3.0,v3ju8jv9,vmu7c279,FULL STUDY,170.0
301,4201,1,Player object (823),GAME_STARTS,2023-03-09 21:47:32.714321+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,i6yb4yej,vmu7c279,FULL STUDY,170.0
302,4202,1,Player object (823),sell,2023-03-09 21:48:08.244266+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 35, ""market"": ""A""}",170.0,6.0,1.0,i6yb4yej,vmu7c279,FULL STUDY,170.0
303,4203,1,Player object (823),GAME_ENDS,2023-03-09 21:48:27.301410+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 54}",170.0,10.0,1.0,i6yb4yej,vmu7c279,FULL STUDY,170.0
304,4285,1,Player object (827),GAME_STARTS,2023-03-09 22:41:37.567427+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,aqvtf4p9,vmu7c279,FULL STUDY,170.0
305,4286,1,Player object (826),GAME_STARTS,2023-03-09 22:41:51.144537+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,wpwzt9j0,vmu7c279,FULL STUDY,165.0
306,4287,1,Player object (826),sell,2023-03-09 22:41:55.784769+00:00,"{""priceA"": 100, ""sharesA"": 0, ""secs_since_round_starts"": 4, ""market"": ""A""}",150.0,,1.0,wpwzt9j0,vmu7c279,FULL STUDY,165.0
307,4288,1,Player object (826),buy,2023-03-09 22:41:59.377646+00:00,"{""priceA"": 110, ""sharesA"": 1, ""secs_since_round_starts"": 8, ""market"": ""A""}",40.0,1.0,2.0,wpwzt9j0,vmu7c279,FULL STUDY,165.0
308,4289,1,Player object (827),sell,2023-03-09 22:42:12.174188+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 34, ""market"": ""A""}",170.0,6.0,1.0,aqvtf4p9,vmu7c279,FULL STUDY,170.0
309,4290,1,Player object (826),sell,2023-03-09 22:42:14.474967+00:00,"{""priceA"": 115, ""sharesA"": 0, ""secs_since_round_starts"": 23, ""market"": ""A""}",155.0,4.0,3.0,wpwzt9j0,vmu7c279,FULL STUDY,165.0
310,4291,1,Player object (826),buy,2023-03-09 22:42:25.399945+00:00,"{""priceA"": 120, ""sharesA"": 1, ""secs_since_round_starts"": 34, ""market"": ""A""}",35.0,6.0,4.0,wpwzt9j0,vmu7c279,FULL STUDY,165.0
311,4292,1,Player object (827),GAME_ENDS,2023-03-09 22:42:32.164270+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 54}",170.0,10.0,1.0,aqvtf4p9,vmu7c279,FULL STUDY,170.0
312,4294,1,Player object (826),sell,2023-03-09 22:42:41.402498+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 50, ""market"": ""A""}",165.0,9.0,5.0,wpwzt9j0,vmu7c279,FULL STUDY,165.0
313,4465,1,Player object (829),GAME_STARTS,2023-03-09 23:16:53.450386+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,5kbeb2zm,vmu7c279,FULL STUDY,185.0
314,4466,1,Player object (829),sell,2023-03-09 23:17:34.750828+00:00,"{""priceA"": 135, ""sharesA"": 0, ""secs_since_round_starts"": 41, ""market"": ""A""}",185.0,7.0,1.0,5kbeb2zm,vmu7c279,FULL STUDY,185.0
315,4467,1,Player object (829),GAME_ENDS,2023-03-09 23:17:48.055131+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 54}",185.0,10.0,1.0,5kbeb2zm,vmu7c279,FULL STUDY,185.0
316,4500,1,Player object (833),GAME_STARTS,2023-03-10 01:05:11.860945+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,vjy9du3z,vmu7c279,FULL STUDY,170.0
317,4501,1,Player object (833),sell,2023-03-10 01:05:22.281697+00:00,"{""priceA"": 110, ""sharesA"": 0, ""secs_since_round_starts"": 10, ""market"": ""A""}",160.0,1.0,1.0,vjy9du3z,vmu7c279,FULL STUDY,170.0
318,4502,1,Player object (833),buy,2023-03-10 01:05:34.551251+00:00,"{""priceA"": 115, ""sharesA"": 1, ""secs_since_round_starts"": 22, ""market"": ""A""}",45.0,4.0,2.0,vjy9du3z,vmu7c279,FULL STUDY,170.0
319,4503,1,Player object (833),sell,2023-03-10 01:05:48.514887+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 36, ""market"": ""A""}",165.0,6.0,3.0,vjy9du3z,vmu7c279,FULL STUDY,170.0
320,4504,1,Player object (833),buy,2023-03-10 01:05:51.191316+00:00,"{""priceA"": 135, ""sharesA"": 1, ""secs_since_round_starts"": 39, ""market"": ""A""}",30.0,7.0,4.0,vjy9du3z,vmu7c279,FULL STUDY,170.0
321,4505,1,Player object (833),sell,2023-03-10 01:05:58.687142+00:00,"{""priceA"": 140, ""sharesA"": 0, ""secs_since_round_starts"": 46, ""market"": ""A""}",170.0,8.0,5.0,vjy9du3z,vmu7c279,FULL STUDY,170.0
322,4506,1,Player object (833),buy,2023-03-10 01:06:01.756761+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 49, ""market"": ""A""}",40.0,9.0,6.0,vjy9du3z,vmu7c279,FULL STUDY,170.0
323,4507,1,Player object (833),GAME_ENDS,2023-03-10 01:06:06.383877+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 54}",40.0,10.0,6.0,vjy9du3z,vmu7c279,FULL STUDY,170.0
324,4585,1,Player object (834),GAME_STARTS,2023-03-10 02:17:42.921886+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,b8u4u74w,vmu7c279,FULL STUDY,180.0
325,4586,1,Player object (834),sell,2023-03-10 02:18:10.939978+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 28, ""market"": ""A""}",180.0,5.0,1.0,b8u4u74w,vmu7c279,FULL STUDY,180.0
326,4620,1,Player object (835),GAME_STARTS,2023-03-10 02:38:18.974916+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,bsjfe8ds,vmu7c279,FULL STUDY,195.0
327,4622,1,Player object (835),sell,2023-03-10 02:38:31.675709+00:00,"{""priceA"": 115, ""sharesA"": 0, ""secs_since_round_starts"": 12, ""market"": ""A""}",165.0,2.0,1.0,bsjfe8ds,vmu7c279,FULL STUDY,195.0
328,4623,1,Player object (835),buy,2023-03-10 02:38:48.694321+00:00,"{""priceA"": 105, ""sharesA"": 1, ""secs_since_round_starts"": 29, ""market"": ""A""}",60.0,5.0,2.0,bsjfe8ds,vmu7c279,FULL STUDY,195.0
329,4625,1,Player object (835),sell,2023-03-10 02:39:01.763964+00:00,"{""priceA"": 135, ""sharesA"": 0, ""secs_since_round_starts"": 42, ""market"": ""A""}",195.0,7.0,3.0,bsjfe8ds,vmu7c279,FULL STUDY,195.0
330,4626,1,Player object (835),GAME_ENDS,2023-03-10 02:39:13.954349+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 54}",195.0,10.0,3.0,bsjfe8ds,vmu7c279,FULL STUDY,195.0
331,4742,1,Player object (840),GAME_STARTS,2023-03-10 03:53:26.584857+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,sxogauy0,vmu7c279,FULL STUDY,180.0
332,4743,1,Player object (840),sell,2023-03-10 03:53:55.079983+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 28, ""market"": ""A""}",180.0,5.0,1.0,sxogauy0,vmu7c279,FULL STUDY,180.0
333,4744,1,Player object (840),GAME_ENDS,2023-03-10 03:54:21.146884+00:00,"{""priceA"": 140, ""sharesA"": 0, ""secs_since_round_starts"": 54}",180.0,10.0,1.0,sxogauy0,vmu7c279,FULL STUDY,180.0
334,4924,1,Player object (831),GAME_STARTS,2023-03-10 10:36:46.331344+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,2f9gqu83,vmu7c279,FULL STUDY,165.0
335,4925,1,Player object (831),sell,2023-03-10 10:37:02.095244+00:00,"{""priceA"": 115, ""sharesA"": 0, ""secs_since_round_starts"": 15, ""market"": ""A""}",165.0,2.0,1.0,2f9gqu83,vmu7c279,FULL STUDY,165.0
336,4926,1,Player object (831),GAME_ENDS,2023-03-10 10:37:40.787597+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 54}",165.0,10.0,1.0,2f9gqu83,vmu7c279,FULL STUDY,165.0
337,4989,1,Player object (836),GAME_STARTS,2023-03-10 11:33:34.516361+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,5wgi88t6,vmu7c279,FULL STUDY,185.0
338,4990,1,Player object (836),sell,2023-03-10 11:34:14.708408+00:00,"{""priceA"": 135, ""sharesA"": 0, ""secs_since_round_starts"": 40, ""market"": ""A""}",185.0,7.0,1.0,5wgi88t6,vmu7c279,FULL STUDY,185.0
339,151,2,Player object (843),GAME_STARTS,2023-02-22 21:52:14.109371+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,mi0088eg,vmu7c279,FULL STUDY,170.0
340,152,2,Player object (843),PREDICTIONS_SENT,2023-02-22 21:53:16.880293+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 62, ""action"": ""predictions_send"", ""stockUpA"": 3, ""confidenceA"": 4}",50.0,,,mi0088eg,vmu7c279,FULL STUDY,170.0
341,153,2,Player object (843),sell,2023-02-22 21:53:50.059243+00:00,"{""priceA"": 100, ""sharesA"": 0, ""secs_since_round_starts"": 96, ""market"": ""A""}",150.0,6.0,1.0,mi0088eg,vmu7c279,FULL STUDY,170.0
342,154,2,Player object (843),buy,2023-02-22 21:54:01.721694+00:00,"{""priceA"": 70, ""sharesA"": 1, ""secs_since_round_starts"": 107, ""market"": ""A""}",80.0,8.0,2.0,mi0088eg,vmu7c279,FULL STUDY,170.0
343,155,2,Player object (843),sell,2023-02-22 21:54:30.794129+00:00,"{""priceA"": 120, ""sharesA"": 0, ""secs_since_round_starts"": 136, ""market"": ""A""}",200.0,14.0,3.0,mi0088eg,vmu7c279,FULL STUDY,170.0
344,156,2,Player object (843),buy,2023-02-22 21:55:31.363220+00:00,"{""priceA"": 140, ""sharesA"": 1, ""secs_since_round_starts"": 197, ""market"": ""A""}",60.0,25.0,4.0,mi0088eg,vmu7c279,FULL STUDY,170.0
345,157,2,Player object (843),PREDICTIONS_SENT,2023-02-22 21:56:06.062863+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 232, ""action"": ""predictions_send"", ""stockUpA"": 4, ""confidenceA"": 3}",60.0,30.0,4.0,mi0088eg,vmu7c279,FULL STUDY,170.0
346,158,2,Player object (843),sell,2023-02-22 21:56:20.037311+00:00,"{""priceA"": 125, ""sharesA"": 0, ""secs_since_round_starts"": 246, ""market"": ""A""}",185.0,33.0,5.0,mi0088eg,vmu7c279,FULL STUDY,170.0
347,159,2,Player object (843),buy,2023-02-22 21:57:51.252544+00:00,"{""priceA"": 140, ""sharesA"": 1, ""secs_since_round_starts"": 337, ""market"": ""A""}",45.0,50.0,6.0,mi0088eg,vmu7c279,FULL STUDY,170.0
348,160,2,Player object (843),GAME_ENDS,2023-02-22 21:58:45.536775+00:00,"{""priceA"": 125, ""sharesA"": 1, ""secs_since_round_starts"": 391}",45.0,60.0,6.0,mi0088eg,vmu7c279,FULL STUDY,170.0
349,206,2,Player object (850),GAME_STARTS,2023-02-25 00:10:42.973184+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 0}",50.0,,,7jonfg2l,vmu7c279,FULL STUDY,245.0
350,207,2,Player object (850),PREDICTIONS_SENT,2023-02-25 00:11:45.140140+00:00,"{""priceA"": 100, ""sharesA"": 1, ""secs_since_round_starts"": 62, ""action"": ""predictions_send"", ""stockUpA"": 3, ""confidenceA"": 4}",50.0,,,7jonfg2l,vmu7c279,FULL STUDY,245.0
351,208,2,Player object (850),sell,2023-02-25 00:12:05.781705+00:00,"{""priceA"": 110, ""sharesA"": 0, ""secs_since_round_starts"": 82, ""market"": ""A""}",160.0,5.0,1.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
352,209,2,Player object (850),buy,2023-02-25 00:12:26.488633+00:00,"{""priceA"": 75, ""sharesA"": 1, ""secs_since_round_starts"": 103, ""market"": ""A""}",85.0,9.0,2.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
353,210,2,Player object (850),sell,2023-02-25 00:12:59.918207+00:00,"{""priceA"": 105, ""sharesA"": 0, ""secs_since_round_starts"": 137, ""market"": ""A""}",190.0,15.0,3.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
354,211,2,Player object (850),buy,2023-02-25 00:13:06.644657+00:00,"{""priceA"": 110, ""sharesA"": 1, ""secs_since_round_starts"": 143, ""market"": ""A""}",80.0,16.0,4.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
355,212,2,Player object (850),sell,2023-02-25 00:13:22.224391+00:00,"{""priceA"": 125, ""sharesA"": 0, ""secs_since_round_starts"": 159, ""market"": ""A""}",205.0,19.0,5.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
356,213,2,Player object (850),buy,2023-02-25 00:13:30.126377+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 167, ""market"": ""A""}",75.0,20.0,6.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
357,214,2,Player object (850),sell,2023-02-25 00:13:49.802100+00:00,"{""priceA"": 145, ""sharesA"": 0, ""secs_since_round_starts"": 186, ""market"": ""A""}",220.0,24.0,7.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
358,215,2,Player object (850),buy,2023-02-25 00:14:16.988789+00:00,"{""priceA"": 125, ""sharesA"": 1, ""secs_since_round_starts"": 214, ""market"": ""A""}",95.0,29.0,8.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
359,216,2,Player object (850),PREDICTIONS_SENT,2023-02-25 00:14:30.225100+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 226, ""action"": ""predictions_send"", ""stockUpA"": 4, ""confidenceA"": 4}",95.0,30.0,8.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
360,217,2,Player object (850),sell,2023-02-25 00:14:36.514185+00:00,"{""priceA"": 130, ""sharesA"": 0, ""secs_since_round_starts"": 233, ""market"": ""A""}",225.0,32.0,9.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
361,218,2,Player object (850),buy,2023-02-25 00:14:46.882798+00:00,"{""priceA"": 140, ""sharesA"": 1, ""secs_since_round_starts"": 244, ""market"": ""A""}",85.0,34.0,10.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
362,219,2,Player object (850),sell,2023-02-25 00:14:57.930554+00:00,"{""priceA"": 145, ""sharesA"": 0, ""secs_since_round_starts"": 255, ""market"": ""A""}",230.0,36.0,11.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
363,220,2,Player object (850),buy,2023-02-25 00:15:14.380330+00:00,"{""priceA"": 140, ""sharesA"": 1, ""secs_since_round_starts"": 271, ""market"": ""A""}",90.0,39.0,12.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
364,221,2,Player object (850),sell,2023-02-25 00:15:21.101892+00:00,"{""priceA"": 135, ""sharesA"": 0, ""secs_since_round_starts"": 277, ""market"": ""A""}",225.0,40.0,13.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
365,222,2,Player object (850),buy,2023-02-25 00:15:36.498062+00:00,"{""priceA"": 130, ""sharesA"": 1, ""secs_since_round_starts"": 293, ""market"": ""A""}",95.0,43.0,14.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
366,223,2,Player object (850),sell,2023-02-25 00:15:52.797215+00:00,"{""priceA"": 140, ""sharesA"": 0, ""secs_since_round_starts"": 309, ""market"": ""A""}",235.0,46.0,15.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
367,224,2,Player object (850),buy,2023-02-25 00:15:59.628878+00:00,"{""priceA"": 155, ""sharesA"": 1, ""secs_since_round_starts"": 316, ""market"": ""A""}",80.0,47.0,16.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
368,225,2,Player object (850),sell,2023-02-25 00:16:09.430531+00:00,"{""priceA"": 155, ""sharesA"": 0, ""secs_since_round_starts"": 326, ""market"": ""A""}",235.0,49.0,17.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
369,226,2,Player object (850),buy,2023-02-25 00:16:27.311556+00:00,"{""priceA"": 135, ""sharesA"": 1, ""secs_since_round_starts"": 344, ""market"": ""A""}",100.0,52.0,18.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
370,227,2,Player object (850),sell,2023-02-25 00:16:38.104686+00:00,"{""priceA"": 135, ""sharesA"": 0, ""secs_since_round_starts"": 355, ""market"": ""A""}",235.0,54.0,19.0,7jonfg2l,vmu7c279,FULL STUDY,245.0
