,participant_code,player.inner_name,profit_nongamified,profit_gamified,accuracy_pred_zero_mean,prediction_accuracy_mean,player.knowledge,overconfidence,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
446,5lcxrim0,s2,80.0,185.0,0.5,0.875,9.0,0.4833333333333333,70.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
448,5nwwwj04,s1,180.0,185.0,0.5,0.5,6.0,-0.31666666666666665,65.0,11.0,Male,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
451,5pnbd47z,s2,215.0,172.5,0.5,0.8333333333333334,8.0,0.21666666666666667,56.0,7.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
454,5q9gc1za,s4,200.0,,0.0,1.0,5.0,-0.33333333333333337,58.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
456,5wvhw8hp,s2,177.5,225.0,0.0,0.8125,7.0,0.19999999999999996,50.0,6.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
460,5z5at3ck,s2,,192.5,0.25,0.5,2.0,-0.55,59.0,9.0,Male,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,5.0,,
462,619i7s6k,s1,212.5,210.0,0.0,0.8333333333333334,9.0,0.06666666666666665,45.0,10.0,Male,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
465,61ult9ip,s4,197.5,200.0,0.375,0.8125,7.0,-0.050000000000000044,56.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,,
469,63g8qr1d,s1,197.5,197.5,0.5,0.75,8.0,-0.033333333333333326,36.0,10.0,Female,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,3.0
473,63yu6238,s3,177.5,230.0,0.0,0.75,3.0,-0.033333333333333326,50.0,4.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,1.0,1.0
477,65q8soh4,s3,240.0,200.0,0.0,0.875,8.0,-0.19999999999999996,26.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,1.0,1.0
481,661sy8xj,s3,175.0,217.5,0.25,0.75,5.0,-0.4166666666666667,45.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,1.0,1.0
485,672wu1n8,s4,225.0,182.5,0.5,0.75,2.0,-0.55,65.0,9.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
489,67twueaz,s1,212.5,167.5,1.0,0.5,10.0,0.6666666666666667,33.0,4.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
493,69jeczla,s2,180.0,142.5,0.5,0.875,8.0,-0.033333333333333326,60.0,10.0,Female,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
497,6dtroir0,s1,255.0,190.0,0.5,0.75,8.0,0.050000000000000044,65.0,9.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,2.0
501,6g5px0xt,s1,170.0,195.0,0.5,0.8333333333333334,3.0,-0.36666666666666664,34.0,8.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,5.0
504,6gmf8gmj,s2,230.0,190.0,0.0,1.0,0.0,-0.8333333333333334,64.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
506,6h7k3xa1,s1,222.5,192.5,0.0,0.75,6.0,-0.4,57.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,3.0,3.0
510,6lg96xzw,s1,180.0,157.5,0.8333333333333334,0.8333333333333334,2.0,-0.04999999999999999,38.0,3.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,5.0,4.0
513,6m42mvsb,s4,200.0,147.5,0.0,0.875,3.0,-0.1166666666666667,59.0,5.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
517,6o7y8xf2,s3,210.0,187.5,0.5,0.5625,2.0,-0.38333333333333336,28.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",3.0,5.0,1.0
521,6o86nct7,s4,140.0,175.0,1.0,0.6666666666666666,6.0,0.016666666666666607,49.0,7.0,Female,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
524,6p7fgysp,s1,172.5,225.0,0.125,0.75,1.0,-0.15,32.0,3.0,Female,0.0,0.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,3.0,5.0
528,6plg7gbc,s2,,175.0,0.5,1.0,7.0,-0.21666666666666667,72.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,1.0,,
529,6qbm3skf,s1,180.0,185.0,0.3333333333333333,0.5,2.0,-0.6333333333333334,34.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0
532,6r8p8q7q,s2,210.0,180.0,0.375,0.8125,7.0,0.11666666666666659,65.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
536,6sqhw7f0,s4,205.0,190.0,0.0,0.9166666666666666,8.0,-0.1166666666666666,48.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
539,6st8yhz5,s1,192.5,167.5,0.375,0.8125,3.0,-0.36666666666666664,25.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,2.0
543,6tz2g1ru,s3,167.5,155.0,0.3333333333333333,0.75,3.0,-0.5333333333333334,45.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,1.0,1.0
546,6uuvk383,s2,185.0,202.5,0.5,0.75,3.0,-0.2833333333333334,24.0,7.0,Male,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
550,6v0pvx7w,s2,220.0,185.0,0.375,0.8125,3.0,-0.2833333333333334,32.0,7.0,Male,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
554,6va165hn,s4,212.5,175.0,0.5,0.6875,8.0,-0.033333333333333326,71.0,10.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
558,6w42mhkj,s1,192.5,182.5,0.5,0.625,5.0,-0.08333333333333337,54.0,7.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,1.0
562,6y3fcpqc,s2,182.5,195.0,0.5,0.75,7.0,-0.30000000000000004,28.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,,
566,6yvwn9lz,s1,140.0,,0.0,1.0,8.0,-0.11666666666666657,26.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,1.0
568,6zgbnv8w,s1,135.0,225.0,0.5,1.0,6.0,-0.31666666666666665,59.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
571,6zgx99xn,s3,145.0,207.5,0.5,0.8333333333333334,3.0,-0.45,63.0,9.0,Female,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,3.0,4.0
574,70pwtc1u,s1,177.5,182.5,0.5,0.75,4.0,-0.016666666666666663,45.0,5.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0
578,719fsc4m,s1,197.5,180.0,0.25,0.625,3.0,-0.5333333333333334,23.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
582,71qepyo0,s2,172.5,172.5,0.5,0.625,4.0,-0.4333333333333334,61.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
586,71rv8ilv,s2,170.0,162.5,0.5,0.75,4.0,-0.18333333333333332,32.0,7.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
590,7669d94u,s2,192.5,200.0,0.125,0.75,6.0,-0.15000000000000002,28.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
594,7746bxgt,s3,197.5,155.0,0.375,0.875,4.0,-0.2666666666666666,27.0,8.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,1.0,1.0
598,77p9zjql,s1,180.0,90.0,0.5,0.8333333333333334,6.0,0.09999999999999998,56.0,6.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
601,78kpldtj,s1,160.0,180.0,0.25,0.5,8.0,-0.11666666666666659,67.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
603,78txyag0,s2,182.5,187.5,0.5,0.6875,6.0,-0.31666666666666665,44.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,2.0,,
607,78x65z4g,s1,175.0,175.0,0.5,0.625,4.0,-0.6,44.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
611,79850ve7,s4,210.0,177.5,0.625,0.75,6.0,0.26666666666666666,24.0,4.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
615,79tp5z77,s2,182.5,237.5,0.375,1.0,8.0,-0.19999999999999996,63.0,12.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
619,7avcx8i9,s1,177.5,242.5,0.25,0.75,6.0,-0.31666666666666665,57.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,1.0
623,7gucxpn9,s3,220.0,170.0,0.16666666666666666,0.8333333333333334,8.0,-0.19999999999999996,66.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,5.0,1.0,1.0
626,7iqvr5vx,s1,192.5,190.0,0.0,0.6666666666666666,6.0,-0.15000000000000002,42.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
629,7lgvau40,s1,197.5,217.5,0.5,0.875,3.0,-0.6166666666666667,47.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0
633,7ljjrjev,s4,182.5,185.0,0.625,0.625,7.0,-0.21666666666666667,68.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,,
637,7lpcr8ly,s3,202.5,200.0,0.5,0.875,6.0,0.09999999999999998,33.0,6.0,Female,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,2.0
641,7mbg2n0k,s1,200.0,215.0,0.5,0.75,6.0,-0.4000000000000001,44.0,12.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0
645,7n8hmj4n,s1,195.0,207.5,0.125,0.75,1.0,-0.4833333333333334,53.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
649,7pufx88s,s1,192.5,,0.5,0.625,7.0,-0.13333333333333341,23.0,10.0,Male,1.0,1.0,0.0,Design 2,Design 1,Only trade on Design #1,,4.0,3.0
651,7q4hg37s,s2,222.5,170.0,0.0,0.75,3.0,-0.20000000000000004,50.0,6.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",1.0,,
655,7r2gfgi8,s1,95.0,,0.5,1.0,7.0,-0.13333333333333341,62.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,5.0
656,7sukpral,s2,202.5,205.0,0.625,0.75,8.0,-0.19999999999999996,38.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
660,7yszzoye,s3,165.0,195.0,0.5,0.6875,4.0,-0.3499999999999999,61.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,3.0,4.0
664,7zz4wq8n,s4,195.0,130.0,0.5,0.6875,1.0,-0.31666666666666665,56.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
668,81158lru,s2,177.5,185.0,0.5,0.75,9.0,-0.09999999999999998,73.0,12.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
672,81iztf6a,s1,125.0,200.0,0.8333333333333334,0.8333333333333334,5.0,-0.25,42.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,4.0,1.0
675,84ki9s09,s2,170.0,250.0,0.5,0.75,3.0,-0.2833333333333334,70.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
677,84kuancg,s2,165.0,225.0,0.625,0.75,7.0,-0.21666666666666665,34.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,,
681,85q2mnx4,s2,167.5,212.5,0.5,0.5625,8.0,-0.033333333333333326,38.0,10.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
685,89p3spwv,s4,220.0,240.0,0.5,0.75,5.0,0.4166666666666667,39.0,1.0,Female,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
687,8b26utcw,s3,185.0,,0.5,0.75,7.0,-0.30000000000000004,65.0,12.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,1.0
689,8bm87toe,s4,205.0,190.0,0.0,0.9166666666666666,5.0,-0.41666666666666663,54.0,11.0,Male,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
692,8gmumrea,s2,170.0,150.0,0.3333333333333333,0.75,6.0,0.09999999999999998,27.0,6.0,Female,0.0,0.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,,
695,8i0fmv7v,s4,175.0,202.5,0.16666666666666666,0.8333333333333334,5.0,-0.5,51.0,12.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
698,8ls3vc1n,s2,175.0,190.0,0.5,0.75,0.0,-0.75,41.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
702,8qk47b1u,s2,215.0,197.5,0.375,0.75,7.0,-0.30000000000000004,56.0,12.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
706,8uzabifw,s1,195.0,210.0,0.5,0.6875,8.0,0.30000000000000004,56.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0
710,8veahl0t,s2,190.0,232.5,0.375,0.75,3.0,-0.5333333333333334,68.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
714,8vr9x9l8,s4,162.5,167.5,0.125,0.75,2.0,-0.6333333333333333,25.0,10.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
718,8wbul1lo,s1,170.0,172.5,0.5,0.75,7.0,-0.21666666666666667,34.0,11.0,Male,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
722,8x4uvovf,s3,197.5,150.0,1.0,0.5,10.0,0.6666666666666667,36.0,4.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0
726,8xqv3p03,s1,165.0,165.0,0.6666666666666666,0.6666666666666666,2.0,-0.8000000000000002,39.0,12.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,1.0,1.0
729,8y7toj6d,s2,145.0,130.0,0.5,1.0,5.0,-0.16666666666666663,60.0,8.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
731,8ywi8mz6,s2,,180.0,0.5,0.75,2.0,-0.4666666666666666,67.0,8.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
733,9286d5oo,s3,167.5,207.5,0.375,0.75,3.0,-0.36666666666666664,27.0,8.0,Male,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,2.0,3.0
737,936ovxtr,s4,220.0,167.5,0.75,0.75,8.0,0.38333333333333336,41.0,5.0,Female,1.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
741,948db3pz,s2,170.0,,0.5,0.5,5.0,-0.5,62.0,12.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
742,95spozkd,s2,165.0,185.0,0.0,0.75,6.0,-0.4,51.0,12.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,,
746,95t7zj9u,s4,180.0,175.0,0.5,0.6666666666666666,7.0,-0.13333333333333341,58.0,10.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
749,966gue3r,s2,185.0,185.0,0.625,0.6875,1.0,-0.4,54.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
753,96o6hitp,s1,200.0,160.0,0.5,0.6666666666666666,3.0,-0.20000000000000004,49.0,6.0,Female,0.0,1.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,3.0,2.0
756,97ckhs3m,s1,175.0,162.5,0.5,0.8333333333333334,7.0,-0.13333333333333341,38.0,10.0,Female,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,3.0
759,9f4zagle,s3,122.5,22.5,0.5,0.9375,0.0,-0.75,57.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,5.0,5.0
763,9fikja9s,s3,170.0,,0.5,0.5,1.0,-0.3166666666666667,20.0,5.0,Male,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,2.0,4.0
765,9g07hkcy,s1,227.5,195.0,0.375,0.625,4.0,-0.43333333333333335,36.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0
769,9gand350,s1,215.0,160.0,0.5,0.375,7.0,-0.21666666666666667,23.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,4.0
771,9inew8o8,s4,185.0,180.0,0.5,0.625,6.0,0.09999999999999998,42.0,6.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
775,9ircg9y5,s3,177.5,235.0,0.16666666666666666,0.8333333333333334,9.0,-0.09999999999999998,65.0,12.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,1.0,2.0
778,9jyrpd2v,s1,165.0,,0.0,0.625,8.0,-0.19999999999999996,69.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0
780,9kc1q540,s1,195.0,245.0,0.3333333333333333,0.8333333333333334,7.0,0.033333333333333326,64.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,1.0
783,9let6alt,s3,180.0,200.0,0.125,0.75,3.0,-0.1166666666666667,47.0,5.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,2.0,1.0
787,9nvkw16z,s1,145.0,232.5,0.5,0.8333333333333334,1.0,-0.7333333333333334,53.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,2.0
790,9o4kpgfy,s1,,155.0,0.5,1.0,7.0,0.36666666666666664,60.0,4.0,Female,1.0,1.0,1.0,Design 2,Design 2,Only trade on Design #1,,3.0,3.0
791,9ph1p4li,s1,152.5,135.0,0.625,0.8125,6.0,0.26666666666666666,24.0,4.0,Female,0.0,1.0,1.0,Design 1,Design 2,Only trade on Design #1,,4.0,1.0
795,9pmbbqod,s4,150.0,197.5,0.5,0.75,1.0,-0.8166666666666667,27.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
799,9r7m5spx,s2,207.5,195.0,0.5,0.75,6.0,-0.06666666666666665,71.0,8.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
803,9uufvb75,s2,207.5,232.5,0.5,0.75,5.0,0.08333333333333331,42.0,5.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
807,9vxejrsa,s1,195.0,132.5,0.375,0.75,5.0,-0.41666666666666663,63.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
811,9wn44ocj,s4,177.5,215.0,0.25,0.75,5.0,-0.41666666666666663,62.0,11.0,Female,0.0,1.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
815,9xxnyucm,s3,195.0,190.0,0.16666666666666666,0.6666666666666666,3.0,-0.2833333333333334,46.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,1.0,1.0
818,a1t5cstl,s1,,112.5,0.5,0.625,7.0,-0.050000000000000044,28.0,9.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
820,a4k3filt,s1,125.0,90.0,0.75,0.8125,5.0,0.08333333333333331,43.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
824,a53oq8m2,s4,207.5,177.5,0.5,0.75,2.0,-0.6333333333333333,50.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
828,a6e0vd8a,s2,182.5,125.0,0.5,0.6666666666666666,5.0,-0.3333333333333333,38.0,10.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,3.0,,
831,a7dufstq,s3,230.0,165.0,0.8333333333333334,0.75,8.0,0.38333333333333336,32.0,5.0,Male,0.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,1.0,1.0
834,a9he32r1,s1,180.0,225.0,0.5,0.9166666666666666,3.0,-0.033333333333333326,68.0,4.0,Male,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,,3.0,3.0
837,a9or55m2,s4,162.5,245.0,0.5,0.75,1.0,-0.8166666666666667,61.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
840,aatoorta,s2,150.0,147.5,0.75,0.75,7.0,0.28333333333333327,35.0,5.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
844,aazk67o3,s3,187.5,187.5,0.5,0.875,2.0,-0.38333333333333336,18.0,7.0,Other,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,1.0,2.0
848,ab3hiagq,s1,170.0,160.0,0.16666666666666666,0.6666666666666666,4.0,-0.016666666666666663,54.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,1.0,1.0
851,ae6u9oyy,s4,125.0,,0.5,0.75,8.0,0.55,48.0,3.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
852,ae7xvckl,s1,132.5,180.0,0.375,0.875,2.0,-0.38333333333333336,47.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
856,aejz4tz2,s3,130.0,210.0,1.0,0.4375,6.0,0.26666666666666666,40.0,4.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,4.0,4.0
860,af6q22y8,s3,132.5,165.0,0.5,0.75,6.0,-0.31666666666666665,74.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,3.0,3.0
864,afa9rhcj,s3,65.0,110.0,0.5,0.8333333333333334,8.0,0.46666666666666673,66.0,4.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,3.0,5.0,4.0
867,afan4w14,s1,172.5,175.0,0.5,0.75,7.0,-0.13333333333333341,33.0,10.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
871,afel6hgk,s4,205.0,210.0,0.375,0.75,4.0,-0.2666666666666666,38.0,8.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
875,affhk7da,s2,222.5,222.5,0.375,0.6875,7.0,0.19999999999999998,56.0,6.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
879,aijfilsh,s1,137.5,210.0,0.5,0.5625,5.0,0.0,27.0,6.0,Female,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
883,ajcry3ze,s2,217.5,242.5,0.0,0.75,5.0,-0.5,43.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
887,akxmzag0,s2,195.0,210.0,0.5,0.5,3.0,-0.45,63.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
889,apb7kwzy,s2,185.0,195.0,0.75,0.625,6.0,0.09999999999999998,34.0,6.0,Male,1.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
893,assh1xqn,s1,120.0,205.0,0.5,0.75,8.0,0.46666666666666673,50.0,4.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,4.0,5.0
895,at5wiksf,s2,135.0,190.0,0.5,0.8333333333333334,7.0,-0.13333333333333341,44.0,10.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
898,avktyqa1,s1,182.5,180.0,0.5,0.8333333333333334,2.0,-0.6333333333333333,60.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
901,aw0kvcqj,s2,160.0,175.0,0.5,0.8333333333333334,4.0,-0.016666666666666663,26.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
904,awaobb07,s1,205.0,,0.5,0.375,4.0,-0.18333333333333335,23.0,7.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
906,axh5qla7,s2,240.0,175.0,0.125,0.6875,3.0,-0.2833333333333334,34.0,7.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
