,participant_code,player.inner_name,profit_nongamified,profit_gamified,accuracy_pred_zero_mean,prediction_accuracy_mean,player.knowledge,overconfidence,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
2320,qjxmzedu,s2,185.0,182.5,0.375,0.875,3.0,0.13333333333333333,25.0,2.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2324,qkqk3bpl,s1,185.0,190.0,0.6666666666666666,0.75,2.0,0.033333333333333354,39.0,2.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
2327,qmiqnmi1,s3,205.0,157.5,0.5,0.75,4.0,-0.6,68.0,12.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,1.0,2.0
2331,qmoge751,s1,130.0,180.0,0.3333333333333333,0.6666666666666666,1.0,-0.5666666666666667,21.0,8.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,4.0
2334,qnfhniaq,s4,230.0,180.0,0.0,0.9166666666666666,9.0,-0.016666666666666607,67.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2337,qoaucdy0,s2,200.0,190.0,0.5,0.8333333333333334,4.0,-0.2666666666666666,56.0,8.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
2340,qpcty2nf,s3,192.5,185.0,0.3333333333333333,0.6666666666666666,7.0,-0.21666666666666667,65.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,2.0,3.0
2343,qrvznbl3,s3,165.0,195.0,0.5,0.75,5.0,0.0,39.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,4.0
2347,qtvaob1u,s4,180.0,230.0,0.3333333333333333,0.75,5.0,-0.08333333333333337,57.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2350,qw5zwdfx,s2,167.5,210.0,0.625,0.6875,8.0,-0.033333333333333326,42.0,10.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2354,qwjc25k3,s2,,217.5,0.5,0.75,7.0,-0.30000000000000004,58.0,12.0,Female,1.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
2356,qwk1i567,s1,175.0,170.0,0.5,0.5,7.0,-0.21666666666666667,60.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0
2358,qwykjr3a,s2,150.0,215.0,0.5,0.8333333333333334,6.0,-0.31666666666666665,59.0,11.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2361,qx8ddz1n,s1,180.0,160.0,0.5,0.8333333333333334,6.0,-0.06666666666666665,88.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2364,qya2eg07,s2,135.0,207.5,0.16666666666666666,0.9166666666666666,0.0,-0.5,50.0,6.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2367,qz37893j,s2,192.5,205.0,0.5,0.75,1.0,-0.7333333333333334,33.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2371,qzabyiut,s1,152.5,227.5,0.625,0.5625,1.0,-0.7333333333333334,81.0,10.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,5.0
2375,qzarpu99,s1,165.0,117.5,0.5,0.875,3.0,-0.1166666666666667,59.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
2379,qzkmrjyu,s2,,197.5,0.5,1.0,1.0,-0.4,61.0,6.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
2381,r0lk02u0,s3,185.0,165.0,0.375,0.75,3.0,-0.033333333333333326,30.0,4.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,3.0,3.0
2385,r0nziv50,s2,217.5,180.0,0.5,0.875,1.0,-0.5666666666666667,58.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
2389,r22o457f,s4,,200.0,0.75,0.75,7.0,0.44999999999999996,26.0,3.0,Female,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2391,r3inmrdn,s2,192.5,175.0,0.5,0.6875,5.0,-0.3333333333333333,60.0,10.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
2395,r5uikmdp,s4,162.5,182.5,0.5,0.75,3.0,-0.5333333333333334,75.0,10.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2399,r685zv5i,s4,165.0,230.0,0.3333333333333333,0.9166666666666666,4.0,-0.4333333333333334,77.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2402,r6kg3u61,s4,120.0,197.5,0.5,0.75,2.0,-0.8000000000000002,26.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
2405,rbmxl6pc,s1,197.5,205.0,0.0,0.75,3.0,-0.6999999999999998,46.0,12.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2409,rc74jogj,s4,60.0,100.0,0.25,0.875,5.0,0.08333333333333331,33.0,5.0,Female,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,5.0,,
2411,rdeb4vr0,s2,170.0,155.0,0.25,0.6875,7.0,0.19999999999999996,28.0,6.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2415,rey5112o,s4,170.0,167.5,0.5,0.75,4.0,-0.016666666666666663,61.0,5.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2419,rgbz29ab,s1,177.5,122.5,0.375,0.75,7.0,-0.30000000000000004,50.0,12.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2423,rgol6o20,s2,75.0,195.0,0.5,0.8333333333333334,3.0,-0.11666666666666671,19.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
2426,rlqh7t1q,s3,150.0,145.0,0.5,1.0,6.0,-0.31666666666666665,21.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,4.0,4.0,2.0
2428,rplzl9r8,s3,225.0,275.0,0.5,1.0,7.0,0.28333333333333327,54.0,5.0,Male,1.0,1.0,1.0,Design 1,Design 2,Only trade on Design #1,4.0,5.0,4.0
2430,rpsn1ad2,s3,195.0,142.5,0.375,0.5625,6.0,-0.2333333333333334,22.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,2.0,1.0
2434,rpsq0czc,s2,130.0,235.0,0.5,0.75,10.0,0.08333333333333337,59.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2436,rq982ont,s3,202.5,147.5,0.5,0.6875,5.0,0.08333333333333331,24.0,5.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0
2440,rs1rhsjt,s1,177.5,180.0,0.625,0.6875,3.0,-0.44999999999999996,28.0,9.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2444,rs84251k,s2,170.0,177.5,0.125,0.6875,6.0,0.26666666666666666,30.0,4.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
2448,rscxb307,s2,195.0,217.5,0.375,0.625,6.0,-0.15000000000000002,43.0,9.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2452,rtzbeu70,s2,225.0,180.0,0.5,0.5,4.0,-0.6,58.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
2454,rwt0toh0,s1,252.5,230.0,0.25,0.75,4.0,-0.4333333333333334,66.0,10.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0
2458,rx2w0qlh,s3,225.0,130.0,0.75,0.75,5.0,-0.41666666666666663,45.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,5.0,4.0
2460,ry89bdpa,s2,160.0,190.0,0.5,0.75,7.0,0.36666666666666664,32.0,4.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2464,rzt7c3zw,s1,182.5,160.0,0.5,0.5,6.0,0.09999999999999999,36.0,6.0,Male,0.0,1.0,1.0,Design 2,Design 1,Only trade on Design #1,,3.0,1.0
2467,s26mym3f,s4,180.0,175.0,0.3333333333333333,0.75,6.0,-0.15000000000000002,30.0,9.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2470,s31rghh0,s2,190.0,242.5,0.25,0.8125,5.0,-0.41666666666666663,29.0,11.0,Other,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2474,s3whdprm,s3,245.0,145.0,0.0,1.0,6.0,-0.2333333333333334,61.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,2.0,1.0
2476,s5bw6e96,s4,180.0,177.5,0.625,0.6875,2.0,-0.55,42.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2480,s5cr4o77,s3,,200.0,0.0,0.75,7.0,0.033333333333333326,30.0,8.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,3.0,1.0,1.0
2482,s7a4n4jx,s3,202.5,237.5,0.125,0.75,2.0,-0.7166666666666666,23.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,1.0,1.0
2486,s8o8kyfw,s4,177.5,175.0,0.5,0.75,5.0,-0.25,62.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
2490,s8q1c9kg,s3,227.5,152.5,0.375,0.8333333333333334,4.0,-0.2666666666666666,20.0,8.0,Male,1.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",2.0,5.0,4.0
2494,s9p02vh7,s2,185.0,180.0,0.125,0.875,5.0,-0.4166666666666667,42.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
2498,safm6fqe,s3,205.0,150.0,0.5,0.875,8.0,-0.033333333333333326,62.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
2500,sam6lird,s1,177.5,200.0,0.375,0.875,7.0,-0.21666666666666667,62.0,11.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
2504,sbdb0z0i,s2,230.0,170.0,0.375,0.625,7.0,-0.050000000000000044,24.0,9.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2508,scxqjinc,s1,210.0,137.5,0.5,0.5,5.0,0.0,31.0,6.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2512,sdncn2e2,s3,250.0,175.0,0.5,0.5833333333333334,7.0,-0.21666666666666665,41.0,11.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,2.0,1.0
2515,sgv83ass,s2,187.5,225.0,0.625,0.6875,5.0,-0.41666666666666663,39.0,11.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2519,sie3zmow,s3,215.0,187.5,0.0,0.75,3.0,-0.45,26.0,9.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,4.0,2.0
2523,sji1wv2p,s2,200.0,185.0,0.5,0.75,4.0,-0.35,41.0,9.0,Male,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2525,sl35abcq,s1,192.5,170.0,0.375,0.875,6.0,-0.31666666666666665,38.0,11.0,Male,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2529,slsme237,s2,180.0,175.0,0.5,0.5833333333333334,4.0,-0.2666666666666666,55.0,8.0,Male,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2532,sma8bcki,s1,180.0,200.0,0.5,0.6666666666666666,2.0,-0.7166666666666666,59.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 1,Only trade on Design #1,,3.0,2.0
2535,srymhkzr,s1,,160.0,0.5,0.75,3.0,-0.6166666666666667,44.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0
2537,ssytbx96,s1,160.0,192.5,0.625,0.5,0.0,-0.75,36.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
2541,stozm69v,s3,180.0,217.5,0.5,0.8333333333333334,3.0,-0.1166666666666667,44.0,5.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,3.0
2544,stx4wd44,s4,192.5,192.5,0.25,0.8125,1.0,-0.6500000000000001,65.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2548,stxxlsek,s1,165.0,207.5,0.0,0.75,0.0,-0.3333333333333333,69.0,4.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2551,sutq15mn,s2,202.5,225.0,0.375,0.8125,7.0,-0.21666666666666667,62.0,11.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2555,sv4xh7o7,s1,190.0,207.5,0.5,1.0,5.0,-0.33333333333333337,66.0,10.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,4.0,5.0
2558,svgqaee8,s3,,192.5,0.0,0.75,2.0,-0.6333333333333333,19.0,10.0,Other,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,1.0
2560,sxblm71c,s2,187.5,217.5,0.5,0.8125,3.0,-0.2833333333333334,35.0,7.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2564,sxmvplil,s2,225.0,150.0,0.0,0.75,6.0,-0.2333333333333334,73.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2567,sz92gqom,s1,150.0,197.5,0.5,0.9166666666666666,2.0,-0.3,34.0,6.0,Female,0.0,0.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,3.0
2570,szvauh5h,s1,170.0,220.0,0.375,0.6875,4.0,-0.43333333333333335,38.0,10.0,Female,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,,3.0,1.0
2574,t4geur6o,s2,190.0,177.5,0.625,0.6875,8.0,-0.19999999999999996,30.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
2578,t7h3nj2d,s2,227.5,200.0,0.3333333333333333,0.8333333333333334,6.0,-0.31666666666666665,27.0,11.0,Male,0.0,0.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
2581,t8mthsac,s1,200.0,172.5,0.0,0.8125,7.0,-0.2166666666666667,48.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0
2585,t9mxdtqf,s1,232.5,200.0,0.5,0.8333333333333334,5.0,0.08333333333333331,25.0,5.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,2.0
2588,tapuxz1r,s4,172.5,167.5,0.75,0.5,7.0,-0.050000000000000044,19.0,9.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2592,tbb9zwn0,s3,200.0,240.0,0.3333333333333333,0.5,6.0,-0.31666666666666665,48.0,11.0,Male,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,1.0,1.0
2595,tcvz6e68,s4,200.0,212.5,0.5,0.75,7.0,0.5333333333333333,66.0,2.0,Male,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2599,td8tr45a,s1,150.0,197.5,0.5,0.6875,9.0,0.06666666666666665,30.0,10.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
2603,th58r71x,s2,190.0,190.0,0.0,0.6666666666666666,5.0,-0.41666666666666663,40.0,11.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2606,th5cf5ps,s3,162.5,155.0,0.0,0.875,7.0,-0.050000000000000044,43.0,9.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,2.0,1.0
2610,thnmlxt4,s1,227.5,145.0,0.5,0.6875,5.0,-0.3333333333333333,24.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,3.0
2614,ti8h9ar0,s2,175.0,195.0,0.5,0.75,5.0,-0.41666666666666663,27.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,Only trade on Design #1,4.0,,
2618,tiaqxwi6,s4,195.0,175.0,0.875,0.6875,8.0,-0.11666666666666659,72.0,11.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2622,tmxdndo7,s3,185.0,90.0,0.5,0.75,1.0,-0.06666666666666665,32.0,2.0,Female,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,3.0,3.0,4.0
2624,tna30wqj,s2,100.0,157.5,0.5,0.5833333333333334,5.0,-0.33333333333333337,74.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2627,tnqj6yvd,s4,205.0,162.5,0.5,0.75,0.0,-0.5833333333333334,71.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2631,tnuwul6k,s1,165.0,222.5,0.375,0.6875,7.0,-0.21666666666666667,22.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,1.0,5.0
2635,to98l99m,s1,237.5,165.0,0.5,0.8333333333333334,9.0,-0.016666666666666607,48.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
2638,todx7qo5,s2,205.0,190.0,0.5,0.625,6.0,-0.2333333333333334,27.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
2642,twqrcmz1,s2,187.5,230.0,0.16666666666666666,0.6666666666666666,5.0,-0.3333333333333333,62.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,,
2645,txcwkpgm,s4,150.0,235.0,0.5,0.75,1.0,-0.31666666666666665,39.0,5.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,1.0,,
2648,tykyt28f,s2,175.0,240.0,0.6666666666666666,0.75,7.0,0.11666666666666659,67.0,7.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
2651,tzg2wasi,s2,182.5,210.0,0.5,0.875,2.0,-0.3,54.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2655,u05n8azt,s2,200.0,22.5,0.3333333333333333,0.9166666666666666,7.0,-0.050000000000000044,58.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2658,u0t97oqm,s4,170.0,70.0,0.5,0.75,1.0,-0.4000000000000001,58.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2660,u1p7mo4t,s1,187.5,205.0,0.5,0.6875,2.0,-0.4666666666666666,61.0,8.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
2664,u1swf5e0,s2,172.5,210.0,0.25,0.75,5.0,-0.4166666666666667,8.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
2668,u1td0ijr,s4,210.0,155.0,0.25,0.8125,5.0,-0.3333333333333333,30.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
2672,u3hz8a3e,s1,190.0,187.5,0.125,0.8125,3.0,-0.36666666666666664,27.0,8.0,Male,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,2.0
2676,u58jb243,s2,235.0,155.0,0.0,0.875,6.0,-0.06666666666666665,38.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2678,u5k2yr1l,s1,187.5,160.0,0.625,0.625,9.0,0.4,34.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0
2682,u6h8ym5d,s1,167.5,142.5,0.5,0.75,6.0,-0.31666666666666665,60.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
2686,u8neqpub,s2,165.0,280.0,0.5,0.6666666666666666,5.0,-0.3333333333333333,51.0,10.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2689,u8ox0cml,s1,170.0,210.0,0.5,0.6666666666666666,6.0,-0.4000000000000001,58.0,12.0,Female,0.0,0.0,0.0,Design 2,Design 1,Only trade on Design #1,,4.0,2.0
2692,u9btjpoj,s1,202.5,210.0,0.5,0.5833333333333334,7.0,0.11666666666666659,45.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0
2695,uahv9t1m,s1,180.0,192.5,0.625,0.5,8.0,0.30000000000000004,58.0,6.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,5.0
2699,uape7n26,s2,197.5,165.0,0.375,0.75,6.0,-0.15000000000000002,40.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
2703,ubosqypd,s3,195.0,212.5,0.5,0.625,5.0,-0.08333333333333337,27.0,7.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,4.0,1.0
2707,ue5pr7vi,s2,172.5,220.0,0.0,0.75,5.0,-0.08333333333333337,46.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2711,ug98i3o0,s1,160.0,140.0,1.0,0.8333333333333334,5.0,0.25,45.0,3.0,Male,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0
2714,ugg8kibi,s2,155.0,210.0,0.5,0.625,4.0,-0.35,27.0,9.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2716,ugke48av,s4,240.0,225.0,0.5,0.75,5.0,-0.33333333333333337,59.0,10.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2718,ugucwcch,s3,182.5,190.0,0.5,0.6666666666666666,8.0,0.13333333333333341,31.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,4.0
2721,uj15n3gs,s3,197.5,235.0,0.5,0.9166666666666666,6.0,-0.15000000000000002,21.0,9.0,Other,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,2.0
2725,ujz9l4rj,s1,182.5,175.0,0.5,0.6666666666666666,5.0,-0.08333333333333337,64.0,7.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
2728,uk6kb2a3,s2,165.0,180.0,0.5,0.625,5.0,-0.25,42.0,9.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
2730,uk9x02vi,s2,130.0,225.0,0.0,0.75,6.0,0.09999999999999998,31.0,6.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
2732,ulbvfleh,s1,215.0,182.5,0.5,0.875,5.0,-0.25,36.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
2736,um1e80s2,s3,135.0,192.5,0.3333333333333333,0.8333333333333334,7.0,0.11666666666666659,64.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,1.0,1.0
2739,um877c6y,s1,167.5,205.0,0.125,0.875,3.0,-0.6166666666666667,34.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2743,umpv3n8i,s4,165.0,205.0,0.0,1.0,9.0,0.15000000000000002,44.0,9.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
2746,up9c5sqq,s3,190.0,240.0,0.5,0.75,7.0,-0.21666666666666667,65.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,1.0,1.0
2750,urqyrd34,s1,202.5,172.5,0.625,0.75,3.0,-0.7,54.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,4.0
2754,urtfe0gt,s1,175.0,172.5,0.0,0.6875,3.0,-0.2833333333333334,30.0,7.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,1.0
2758,usplsdb1,s1,135.0,200.0,0.0,1.0,7.0,-0.21666666666666665,20.0,11.0,Male,1.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,4.0
2762,uta6xrd0,s1,177.5,200.0,0.5,0.625,5.0,-0.33333333333333337,52.0,10.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,1.0
2766,utz9z50j,s1,195.0,165.0,0.5,0.6666666666666666,7.0,0.28333333333333327,27.0,5.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0
2769,uwjwviq1,s1,197.5,235.0,0.0,0.75,8.0,-0.033333333333333326,50.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
2773,uwm7lg6h,s1,130.0,202.5,0.0,0.75,7.0,-0.2166666666666667,23.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,1.0
